character,pinyin,translation,category,level
标题,biāo tí,title,Noun,5
标志,biāo zhì,symbol,Noun/Verb,5
表达,biǎo dá,to express,Verb,5
表面,biǎo miàn,surface,Noun,5
表明,biǎo míng,to show,Verb,5
表情,biǎo qíng,expression,Noun,5
别,bié,to leave,Verb,5
饼,bǐng,cake,Noun,5
病房,bìng fáng,sickroom,Noun,5
病情,bìng qíng,illness condition,Noun,5
拨打,bō dǎ,to dial,Verb,5
玻璃,bō li,glass,Noun,5
博物馆,bó wù guǎn,museum,Noun,5
不利,bú lì,unfavorable,Adjective,5
不幸,bú xìng,unfortunate,Noun/Adjective,5
不要紧,bú yào jǐn,not serious,Adjective,5
补充,bǔ chōng,to supplement,Verb,5
不得了,bù dé liǎo,terrible,Adjective,5
不符,bù fú,not in accordance with,Verb,5
不良,bù liáng,bad,Adjective,5
不然,bù rán,otherwise,Conjunction,5
步行,bù xíng,to walk,Verb,5
不足,bù zú,to be insufficient,Noun/Verb,5
才,cái,talent,Noun,5
裁判,cái pàn,to judge,Noun/Verb,5
采访,cǎi fǎng,to interview,Verb,5
采取,cǎi qǔ,to adopt,Verb,5
彩色,cǎi sè,color,Noun,5
采用,cǎi yòng,to adopt,Verb,5
参考,cān kǎo,to consult,Verb,5
餐饮,cān yǐn,catering,Noun,5
参与,cān yù,to participate,Verb,5
藏,cáng,to hide,Verb,5
操作,cāo zuò,to operate,Verb,5
册,cè,measure word for books,Classifier,5
测,cè,to measure,Verb,5
测试,cè shì,to test,Verb,5
曾,céng,once,Adverb,5
曾经,céng jīng,once,Adverb,5
插,chā,to insert,Verb,5
差别,chā bié,difference,Noun,5
差距,chā jù,gap,Noun,5
叉子,chā zi,fork,Noun,5
拆,chāi,to tear down,Verb,5
产,chǎn,to produce,Verb,5
产量,chǎn liàng,output,Noun,5
产品,chǎn pǐn,product,Noun,5
产业,chǎn yè,industry,Noun,5
长处,cháng chù,strength,Noun,5
长度,cháng dù,length,Noun,5
长久,cháng jiǔ,long-lasting,Adjective,5
长期,cháng qī,long-term,Noun/Adjective,5
常识,cháng shí,common knowledge,Noun,5
尝试,cháng shì,to attempt,Verb,5
长途,cháng tú,long-distance,Adjective,5
长远,cháng yuǎn,long-term,Adjective,5
场所,chǎng suǒ,place,Noun,5
超,chāo,to exceed,Verb,5
超出,chāo chū,to exceed,Verb,5
超级,chāo jí,super,Adjective,5
超速,chāo sù,to speed,Verb,5
朝,cháo,to face,Verb/Preposition,5
吵,chǎo,noisy,Verb/Adjective,5
炒,chǎo,to stir-fry,Verb,5
车祸,chē huò,car accident,Noun,5
车库,chē kù,garage,Noun,5
车辆,chē liàng,vehicle,Noun,5
车厢,chē xiāng,carriage,Noun,5
车主,chē zhǔ,vehicle owner,Noun,5
彻底,chè dǐ,thorough,Adjective,5
沉,chén,to sink,Verb/Adjective,5
沉默,chén mò,to keep silent,Verb,5
称,chēng,to call,Verb,5
称为,chēng wéi,to be called,Verb,5
称赞,chēng zàn,to praise,Verb,5
成本,chéng běn,cost,Noun,5
承担,chéng dān,to bear,Verb,5
程度,chéng dù,degree,Noun,5
成分,chéng fèn,ingredient,Noun,5
成果,chéng guǒ,achievement,Noun,5
成就,chéng jiù,accomplishment,Noun/Verb,5
成立,chéng lì,to establish,Verb,5
成年,chéng nián,to become an adult,Verb,5
城区,chéng qū,urban area,Noun,5
成人,chéng rén,to become an adult,Noun/Verb,5
承认,chéng rèn,to admit,Verb,5
承受,chéng shòu,to bear,Verb,5
成熟,chéng shú,to mature,Verb/Adjective,5
乘务员,chéng wù yuán,attendant,Noun,5
程序,chéng xù,procedure,Noun,5
成员,chéng yuán,member,Noun,5
成长,chéng zhǎng,to grow up,Verb,5
橙子,chéng zi,orange,Noun,5
池,chí,pool,Noun,5
持续,chí xù,to continue,Verb,5
尺子,chǐ zi,ruler,Noun,5
翅膀,chì bǎng,wing,Noun,5
冲,chōng,to rush,Verb,5
充电,chōng diàn,to charge,Verb,5
充分,chōng fèn,sufficient,Adjective,5
充满,chōng mǎn,to fill,Verb,5
充值,chōng zhí,to recharge,Verb,5
充足,chōng zú,sufficient,Adjective,5
重复,chóng fù,to repeat,Verb,5
虫子,chóng zi,insect,Noun,5
宠物,chǒng wù,pet,Noun,5
抽,chōu,to take out,Verb,5
丑,chǒu,ugly,Adjective,5
臭,chòu,smelly,Adjective,5
初,chū,beginning,Adverb/Prefix,5
出版,chū bǎn,to publish,Verb,5
初级,chū jí,elementary,Adjective,5
初期,chū qī,early period,Noun,5
出色,chū sè,outstanding,Adjective,5
出售,chū shòu,to sell,Verb,5
出席,chū xí,to attend,Verb,5
出自,chū zì,to come from,Verb,5
除夕,chú xī,Chinese New Year's Eve,Noun,5
处,chǔ,to handle,Verb,5
处理,chǔ lǐ,to handle,Verb,5
处于,chǔ yú,to be in,Verb,5
处,chù,place,Noun,5
传,chuán,to pass,Verb,5
传播,chuán bō,to spread,Verb,5
传递,chuán dì,to pass on,Verb,5
传说,chuán shuō,it is said,Noun/Verb,5
传统,chuán tǒng,tradition,Noun/Adjective,5
窗台,chuāng tái,windowsill,Noun,5
床单,chuáng dān,bedsheet,Noun,5
创新,chuàng xīn,to innovate,Noun/Verb,5
创业,chuàng yè,to start a business,Verb,5
创造,chuàng zào,to create,Verb,5
创作,chuàng zuò,to create,Noun/Verb,5
词汇,cí huì,vocabulary,Noun,5
辞职,cí zhí,to resign from a job,Verb,5
此后,cí hòu,after this,Noun,5
此前,cí qián,before this,Noun,5
此时,cí shí,at this moment,Noun,5
刺激,cì jī,to stimulate,Noun/Verb,5
从不,cóng bù,never,Adverb,5
从而,cóng ér,thus,Conjunction,5
从前,cóng qián,formerly,Noun,5
从事,cóng shì,to engage in,Verb,5
促进,cù jìn,to promote,Verb,5
促使,cù shǐ,to urge,Verb,5
促销,cù xiāo,to promote (sales),Verb,5
催,cuī,to urge,Verb,5
存放,cún fàng,to deposit,Verb,5
存款,cún kuǎn,to deposit money,Noun/Verb,5
存在,cún zài,to exist,Verb,5
措施,cuò shī,measure,Noun,5
达成,dá chéng,to reach,Verb,5
打扮,dǎ ban,to dress up,Verb,5
打包,dǎ bāo,to pack,Verb,5
打断,dǎ duàn,to interrupt,Verb,5
打破,dǎ pò,to break,Verb,5
打听,dǎ ting,to ask about,Verb,5
大胆,dà dǎn,bold,Adjective,5
大多,dà duō,mostly,Adverb,5
大会,dà huì,general meeting,Noun,5
大力,dà lì,great strength,Noun/Adverb,5
大妈,dà mā,aunt,Noun,5
大米,dà mǐ,rice,Noun,5
大脑,dà nǎo,brain,Noun,5
大批,dà pī,large batch,Adjective,5
大厦,dà shà,mansion,Noun,5
大事,dà shì,important matter,Noun,5
大象,dà xiàng,elephant,Noun,5
大型,dà xíng,large-scale,Adjective,5
大爷,dà yé,uncle,Noun,5
大于,dà yú,to be greater than,Verb,5
大众,dà zhòng,the masses,Noun,5
代,dài,to represent,Noun/Verb,5
代表,dài biǎo,representative,Noun/Verb,5
带动,dài dòng,to drive,Verb,5
代替,dài tì,to replace,Verb,5
待遇,dài yù,treatment,Noun,5
单,dān,single,Noun/Adjective/Adverb/Classifier,5
单独,dān dú,alone,Adverb,5
担任,dān rèn,to hold the position of,Verb,5
单一,dān yī,single,Adjective,5
单元,dān yuán,unit,Noun,5
胆小,dǎn xiǎo,timid,Adjective,5
淡,dàn,light,Adjective,5
当地,dāng dì,local area,Noun,5
当年,dāng nián,that year,Noun,5
当前,dāng qián,to face,Noun/Verb,5
当中,dāng zhōng,among,Noun,5
挡,dǎng,to block,Verb,5
当,dàng,to treat as,Verb,5
当成,dàng chéng,to treat as,Verb,5
当作,dàng zuò,to treat as,Verb,5
倒,dǎo,to fall,Verb,5
导演,dǎo yǎn,director,Noun/Verb,5
导致,dǎo zhì,to cause,Verb,5
到达,dào dá,to arrive,Verb,5
道理,dào lǐ,reason,Noun,5
到期,dào qī,to expire,Verb,5
登,dēng,to ascend,Verb,5
灯光,dēng guāng,light,Noun,5
登记,dēng jì,to register,Verb,5
登录,dēng lù,to log in,Verb,5
等待,dēng dài,to wait,Verb,5
等候,dēng hòu,to wait,Verb,5
等于,děng yú,to be equal to,Verb,5
低头,dī tóu,to lower one's head,Verb,5
的确,dí què,indeed,Adverb,5
敌人,dí rén,enemy,Noun,5
递,dì,to pass,Verb,5
地理,dì lǐ,geography,Noun,5
地面,dì miàn,ground,Noun,5
地区,dì qū,region,Noun,5
地位,dì wèi,status,Noun,5
地下,dì xià,underground,Noun/Adjective,5
地震,dì zhèn,to have an earthquake,Verb,5
点心,diǎn xin,snack,Noun,5
点赞,diǎn zàn,to like,Verb,5
电池,diàn chí,battery,Noun,5
电动,diàn dòng,electric,Adjective,5
电器,diàn qì,electrical appliance,Noun,5
电商,diàn shāng,e-commerce,Noun,5
电视台,diàn shì tái,television station,Noun,5
电子版,diàn zǐ bǎn,electronic version,Noun,5
调,diào,to transfer,Noun/Verb,5
调研,diào yán,to investigate,Verb,5
定期,dìng qī,to fix regularly,Verb/Adjective,5
丢失,diū shī,to lose,Verb,5
冻,dòng,to freeze,Verb,5
洞,dòng,hole,Noun,5
动画,dòng huà,animation,Noun,5
动人,dòng rén,moving,Adjective,5
动手,dòng shǒu,to start work,Verb,5
豆腐,dòu fu,tofu,Noun,5
豆浆,dòu jiāng,soy milk,Noun,5
独立,dú lì,to be independent,Verb/Adjective,5
独特,dú tè,unique,Adjective,5
读音,dú yīn,pronunciation,Noun,5
独自,dú zì,alone,Adverb,5
堵,dǔ,to block,Verb/Adjective/Classifier,5
度,dù,degree,Noun/Verb/Suffix,5
短处,duǎn chù,shortcoming,Noun,5
短期,duǎn qī,short term,Noun/Adjective,5
断,duàn,to break,Verb,5
堆,duī,to pile up,Noun/Verb/Classifier,5
对比,duì bǐ,to compare,Noun/Verb,5
对待,duì dài,to treat,Verb,5
对手,duì shǒu,opponent,Noun,5
队伍,duì wu,team,Noun,5
对象,duì xiàng,object,Noun,5
吨,dūn,ton,Noun,5
朵,duǒ,measure word for flowers,Classifier,5
躲,duǒ,to hide,Verb,5
儿女,ér nǚ,children,Noun,5
二手,èr shǒu,second-hand,Adjective,5
二维码,èr wéi mǎ,QR code,Noun,5
发表,fā biǎo,to publish,Verb,5
发布,fā bù,to release,Verb,5
发达,fā dá,to develop,Verb/Adjective,5
发挥,fā huī,to bring into play,Verb,5
发明,fā míng,to invent,Noun/Verb,5
发起,fā qǐ,to initiate,Verb,5
发言,fā yán,to speak,Noun/Verb,5
发音,fā yīn,to pronounce,Noun/Verb,5
罚,fá,to punish,Verb,5
罚款,fá kuǎn,to fine,Noun/Verb,5
法院,fǎ yuàn,court,Noun,5
翻,fān,to turn over,Verb,5
番茄,fān qié,tomato,Noun,5
繁荣,fán róng,prosperous,Verb/Adjective,5
反,fǎn,opposite,Verb/Adjective/Adverb,5
反而,fǎn ér,on the contrary,Adverb,5
反复,fǎn fù,repeatedly,Noun/Verb/Adverb,5
返回,fǎn huí,to return,Verb,5
反应,fǎn yìng,to react,Noun/Verb,5
反映,fǎn yìng,to reflect,Verb,5
反正,fǎn zhèng,anyway,Adverb,5
范围,fàn wéi,scope,Noun,5
方,fāng,square,Noun/Adjective,5
方案,fāng àn,plan,Noun,5
防,fáng,to prevent,Verb,5
房屋,fáng wū,house,Noun,5
防止,fáng zhǐ,to prevent,Verb,5
仿佛,fǎng fú,as if,Adverb,5
访问,fǎng wèn,to visit,Verb,5
飞行,fēi xíng,to fly,Verb,5
飞行员,fēi xíng yuán,pilot,Noun,5
非洲,Fēi zhōu,Africa,Noun,5
分别,fēn bié,to part,Noun/Verb/Adverb,5
分布,fēn bù,to distribute,Verb,5
纷纷,fēn fēn,numerous and confused,Adjective/Adverb,5
分类,fēn lèi,to classify,Verb,5
分离,fēn lí,to separate,Verb,5
分配,fēn pèi,to allocate,Verb,5
分手,fēn shǒu,to break up,Verb,5
分析,fēn xī,to analyze,Verb,5
分享,fēn xiǎng,to share,Verb,5
奋斗,fèn dòu,to strive,Verb,5
丰富多彩,fēng fù duō cǎi,rich and colorful,Adjective,5
风格,fēng gé,style,Noun,5
疯狂,fēng kuáng,crazy,Adjective,5
风俗,fēng sú,custom,Noun,5
风险,fēng xiǎn,risk,Noun,5
否定,fǒu dìng,to negate,Verb/Adjective,5
否认,fǒu rèn,to deny,Verb,5
夫妇,fū fù,husband and wife,Noun,5
扶,fú,to support with hand,Verb,5
福,fú,blessing,Noun,5
服装,fú zhuāng,clothing,Noun,5
副,fù,measure word for pairs,Classifier,5
富,fù,rich,Adjective,5
付出,fù chū,to pay,Verb,5
负担,fù dān,to bear,Noun/Verb,5
妇女,fù nǚ,woman,Noun,5
富有,fù yǒu,to possess,Verb/Adjective,5
复制,fù zhì,to duplicate,Verb,5
改革,gǎi gé,to reform,Verb,5
改进,gǎi jìn,to improve,Verb,5
改善,gǎi shàn,to improve,Verb,5
改天,gǎi tiān,some other day,Adverb,5
改正,gǎi zhèng,to correct,Verb,5
盖,gài,lid,Noun/Verb,5
概括,gài kuò,to summarize,Verb/Adjective,5
概念,gài niàn,concept,Noun,5
敢于,gǎn yú,to dare to,Verb,5
刚好,gāng hǎo,just right,Adjective/Adverb,5
高大,gāo dà,tall,Adjective,5
高档,gāo dàng,high-end,Adjective,5
高度,gāo dù,height,Noun/Adjective,5
高级,gāo jí,advanced,Adjective,5
高科技,gāo kē jì,high technology,Noun,5
高效,gāo xiào,efficient,Adjective,5
搞,gǎo,to do,Verb,5
告别,gào bié,to bid farewell,Verb,5
歌词,gē cí,lyrics,Noun,5
歌曲,gē qǔ,song,Noun,5
隔,gé,to separate,Verb,5
格外,gé wài,especially,Adverb,5
个别,gé bié,individual,Adjective/Adverb,5
各行各业,gè háng gè yè,all trades and professions,Phrase,5
个人,gè rén,individual,Noun,5
个性,gè xìng,personality,Noun,5
各自,gè zì,each,Pronoun,5
根,gēn,root,Noun/Classifier,5
根本,gēn běn,foundation,Noun/Adjective/Adverb,5
更换,gēng huàn,to replace,Verb,5
更新,gēng xīn,to update,Verb,5
公布,gōng bù,to announce,Verb,5
工程,gōng chéng,project,Noun,5
工程师,gōng chéng shī,engineer,Noun,5
工具,gōng jù,tool,Noun,5
功能,gōng néng,function,Noun,5
公平,gōng píng,fair,Adjective,5
公务员,gōng wù yuán,civil servant,Noun,5
恭喜,gōng xǐ,to congratulate,Verb,5
工业,gōng yè,industry,Noun,5
工艺,gōng yì,craft,Noun,5
公寓,gōng yù,apartment,Noun,5
贡献,gòng xiàn,to contribute,Noun/Verb,5
共享,gòng xiǎng,to share,Verb,5
沟通,gōu tōng,to communicate,Verb,5
构成,gòu chéng,to constitute,Noun/Verb,5
古,gǔ,ancient,Adjective,5
鼓,gǔ,drum,Noun/Verb/Adjective,5
古代,gǔ dài,ancient times,Noun,5
古老,gǔ lǎo,ancient,Adjective,5
鼓掌,gǔ zhǎng,to applaud,Verb,5
固定,gù dìng,to fix,Verb,5
故乡,gù xiāng,hometown,Noun,5
挂号,guà hào,to register for medical appointment,Verb,5
怪,guài,strange,Verb/Adjective/Adverb,5
关闭,guān bì,to close,Verb,5
观察,guān chá,to observe,Verb,5
观点,guān diǎn,viewpoint,Noun,5
观念,guān niàn,concept,Noun,5
冠军,guān jūn,champion,Noun,5
光临,guāng lín,to honor with one's presence,Verb,5
光明,guāng míng,brightness,Noun/Adjective,5
光线,guāng xiàn,light,Noun,5
广,guǎng,wide,Adjective,5
广场,guǎng chǎng,square,Noun,5
广大,guǎng dà,vast,Adjective,5
广泛,guǎng fàn,extensive,Adjective,5
规律,guī lǜ,law,Noun/Adjective,5
规模,guī mó,scale,Noun,5
规则,guī zé,rule,Noun/Adjective,5
贵姓,guì xìng,your honor surname,Noun,5
柜子,guì zi,cupboard,Noun,5
滚,gǔn,to roll,Verb,5
锅,guō,pot,Noun,5
国画,guó huà,traditional Chinese painting,Noun,5
国庆,guó qìng,National Day,Noun,5
果然,guǒ rán,indeed,Adverb,5
果实,guǒ shí,fruit,Noun,5
过度,guò dù,excessive,Adjective,5
过分,guò fèn,excessive,Adjective,5
过敏,guò mǐn,to be allergic,Verb,5
过期,guò qī,to expire,Verb,5
过于,guò yú,too,Adverb,5
哈,hā,ha (onomatopoeia for laughter),Interjection,5
海关,hǎi guān,customs,Noun,5
海外,hǎi wài,overseas,Noun,5
海鲜,hǎi xiān,seafood,Noun,5
含,hán,to contain,Verb,5
含量,hán liàng,content,Noun,5
含有,hán yǒu,to contain,Verb,5
汗水,hàn shuǐ,sweat,Noun,5
行,háng,line,Noun/Classifier,5
行业,háng yè,industry,Noun,5
好评,hǎo píng,positive review,Noun,5
好运,hǎo yùn,good luck,Noun,5
好转,hǎo zhuǎn,to take a turn for the better,Verb,5
好,hào,to like,Verb,5
好奇,hào qí,curious,Adjective,5
合,hé,to close,Verb,5
合法,hé fǎ,legal,Adjective,5
盒饭,hé fàn,boxed meal,Noun,5
合理,hé lǐ,reasonable,Adjective,5
河流,hé liú,river,Noun,5
合同,hé tong,contract,Noun,5
合影,hé yǐng,to take a group photo,Noun/Verb,5
合作,hé zuò,to cooperate,Verb,5
黑,hēi,black,Adjective,5
红,hóng,red,Adjective,5
猴子,hóu zi,monkey,Noun,5
厚度,hòu dù,thickness,Noun,5
后果,hòu guǒ,consequence,Noun,5
忽视,hū shì,to overlook,Verb,5
呼吸,hū xī,to breathe,Verb,5
湖,hú,lake,Noun,5
蝴蝶,hú dié,butterfly,Noun,5
胡同,hú tòng,hutong,Noun,5
互动,hù dòng,to interact,Verb,5
户外,hù wài,outdoors,Noun,5
花费,huā fèi,to spend,Verb,5
滑,huá,slippery,Verb/Adjective,5
划,huá,to row,Verb,5
化,huà,suffix indicating change,Verb/Suffix,5
话费,huà fèi,telephone bill,Noun,5
画面,huà miàn,scene,Noun,5
话题,huà tí,topic,Noun,5
化学,huà xué,chemistry,Noun,5
环节,huán jié,link,Noun,5
缓解,huǎn jiě,to ease,Verb,5
缓慢,huǎn màn,slow,Adjective,5
黄瓜,huáng guā,cucumber,Noun,5
黄金,huáng jīn,gold,Noun,5
灰,huī,ash,Noun/Adjective,5
挥,huī,to wave,Verb,5
恢复,huī fù,to recover,Verb,5
灰色,huī sè,gray color,Noun/Adjective,5
回收,huí shōu,to recycle,Verb,5
汇率,huì lǜ,exchange rate,Noun,5
婚礼,hūn lǐ,wedding ceremony,Noun,5
伙,huǒ,measure word for groups,Classifier,5
伙伴,huǒ bàn,companion,Noun,5
火锅,huǒ guō,hot pot,Noun,5
或是,huò shì,or,Adverb/Conjunction,5
货物,huò wù,goods,Noun,5
或许,huò xǔ,perhaps,Adverb,5
机构,jī gòu,organization,Noun,5
激烈,jī liè,fierce,Adjective,5
机器,jī qì,machine,Noun,5
机器人,jī qì rén,robot,Noun,5
肌肉,jī ròu,muscle,Noun,5
及,jí,and,Conjunction,5
级,jí,level,Noun/Classifier,5
集,jí,collection,Noun/Classifier,5
疾病,jí bìng,disease,Noun,5
及格,jí gé,to pass an exam,Verb,5
集合,jí hé,to gather,Verb,5
即将,jí jiāng,soon,Adverb,5
急忙,jí máng,hurriedly,Adverb,5
极其,jí qí,extremely,Adverb,5
集体,jí tǐ,collective,Noun,5
急需,jí xū,to urgently need,Verb,5
急诊,jí zhěn,to do emergency treatment,Noun/Verb,5
集中,jí zhōng,to concentrate,Verb/Adjective,5
挤,jǐ,to crowd,Verb/Adjective,5
系,jì,to tie,Verb,5
季度,jì dù,quarter (of a year),Noun,5
记录,jì lù,to record,Noun/Verb,5
纪录,jì lù,record (as in achievement),Noun,5
纪录片,jì lù piàn,documentary,Noun,5
技能,jì néng,skill,Noun,5
纪念,jì niàn,to commemorate,Noun/Verb,5
纪念日,jì niàn rì,anniversary,Noun,5
计算,jì suàn,to calculate,Verb,5
计算机,jì suàn jī,computer,Noun,5
记忆,jì yì,to remember,Noun/Verb,5
记载,jì zǎi,to record,Verb,5
嘉宾,jiā bīn,guest,Noun,5
家电,jiā diàn,household appliances,Noun,5
加工,jiā gōng,to process,Verb,5
加热,jiā rè,to heat,Verb,5
加深,jiā shēn,to deepen,Verb,5
加速,jiā sù,to speed up,Verb,5
家务,jiā wù,household chores,Noun,5
甲,jiǎ,first,Noun,5
假如,jiǎ rú,if,Conjunction,5
架,jià,shelf,Noun/Verb/Classifier,5
驾驶,jià shǐ,to drive,Verb,5
驾照,jià zhào,driver's license,Noun,5
价值,jià zhí,value,Noun,5
艰苦,jiān kǔ,arduous,Adjective,5
坚强,jiān qiáng,strong,Adjective,5
捡,jiǎn,to pick up,Verb,5
剪,jiǎn,to cut,Verb,5
剪刀,jiǎn dāo,scissors,Noun,5
减肥,jiǎn féi,to lose weight,Verb,5
简历,jiǎn lì,resume,Noun,5
简直,jiǎn zhí,simply,Adverb,5
建,jiàn,to build,Verb,5
键,jiàn,key (on keyboard),Noun,5
渐渐,jiàn jiàn,gradually,Adverb,5
建立,jiàn lì,to establish,Verb,5
键盘,jiàn pán,keyboard,Noun,5
建设,jiàn shè,to construct,Verb,5
建造,jiàn zào,to construct,Verb,5
建筑,jiàn zhù,to build,Noun/Verb,5
将近,jiǎng jìn,almost,Adverb,5
讲话,jiǎng huà,speech,Noun,5
讲究,jiǎng jiu,to be particular about,Verb/Adjective,5
奖励,jiǎng lì,to reward,Verb,5
讲述,jiǎng shù,to narrate,Verb,5
讲座,jiǎng zuò,lecture,Noun,5
降水,jiàng shuǐ,to have precipitation,Verb,5
浇,jiāo,to water,Verb,5
交换,jiāo huàn,to exchange,Verb,5
交往,jiāo wǎng,to associate,Verb,5
交易,jiāo yì,to trade,Noun/Verb,5
脚步,jiǎo bù,footsteps,Noun,5
角度,jiǎo dù,angle,Noun,5
较,jiào,than,Adverb/Preposition,5
教材,jiào cái,teaching materials,Noun,5
接触,jiē chù,to contact,Verb,5
接待,jiē dài,to receive (guests),Verb,5
阶段,jiē duàn,stage,Noun,5
接近,jiē jìn,to approach,Verb,5
接收,jiē shōu,to receive,Verb,5
结,jié,to tie,Noun/Verb,5
结构,jié gòu,structure,Noun,5
结合,jié hé,to combine,Verb,5
结论,jié lùn,conclusion,Noun,5
节省,jié shěng,to save,Verb,5
届,jiè,measure word for sessions,Classifier,5
今日,jīn rì,today,Noun,5
紧,jǐn,tight,Verb/Adjective,5
紧急,jǐn jí,urgent,Adjective,5
尽快,jǐn kuài,as soon as possible,Adverb,5
尽量,jǐn liàng,to the best of one's ability,Adverb,5
紧密,jǐn mì,close,Adjective,5
谨慎,jǐn shèn,cautious,Adjective,5
进步,jìn bù,to advance,Noun/Verb/Adjective,5
近代,jìn dài,modern times,Noun,5
进口,jìn kǒu,to import,Verb,5
尽力,jìn lì,to do one's best,Verb,5
近年来,jìn nián lái,in recent years,Phrase,5
近期,jìn qī,recent period,Noun,5
近日,jìn rì,recently,Noun,5
进一步,jìn yī bù,further,Adverb,5
经典,jīng diǎn,classic,Noun/Adjective,5
精力,jīng lì,energy,Noun,5
精神,jīng shén,spirit,Noun/Adjective,5
惊喜,jīng xǐ,pleasant surprise,Adjective,5
经营,jīng yíng,to manage,Verb,5
静,jìng,quiet,Verb/Adjective,5
酒吧,jiǔ bā,bar,Noun,5
久远,jiǔ yuǎn,long,Adjective,5
救,jiù,to save,Verb,5
救护车,jiù hù chē,ambulance,Noun,5
就业,jiù yè,to get a job,Verb,5
居民,jū mín,resident,Noun,5
居然,jū rán,unexpectedly,Adverb,5
居住,jū zhù,to live,Verb,5
橘子,jú zi,orange,Noun,5
据,jù,according to,Preposition,5
距,jù,to be apart from,Verb,5
具备,jù bèi,to possess,Verb,5
剧场,jù chǎng,theater,Noun,5
巨大,jù dà,huge,Adjective,5
据说,jù shuō,it is said,Verb,5
具体,jù tǐ,concrete,Verb/Adjective,5
具有,jù yǒu,to have,Verb,5
捐,juān,to donate,Verb,5
绝对,jué duì,absolute,Adjective/Adverb,5
决赛,jué sài,to compete in a final,Noun/Verb,5
